t_start,t_end,n_events,n_above_mc,b,b_drift_per_day,b_drift_ok,benioff_total_log10,benioff_curv,target_M,target_time,window_kind,region,wf_n_successful,wf_n_snapshots,wf_spectral_slope,wf_waveform_entropy,wf_hht_imf1_if_median_hz
2006-10-04 15:56:42.810000+00:00,2006-11-03 15:56:42.810000+00:00,40,4,,,False,6.336762764251811,5.1336656211291146e-08,4.77,2006-11-03 15:56:42.810000+00:00,precursor,California,5,6,-1.9588907722464075,2.1303963138479025,7.053162563323479
2007-01-27 12:19:59.500000+00:00,2007-02-26 12:19:59.500000+00:00,48,5,,,False,6.448467221387741,-2.5678740562164843e-08,4.97,2007-02-26 12:19:59.500000+00:00,precursor,California,6,6,-2.075314732826056,2.6709160450767797,6.302594248784749
2007-08-03 17:29:15.190000+00:00,2007-09-02 17:29:15.190000+00:00,39,3,,,False,6.299834213007132,1.0041482945843417e-07,4.69,2007-09-02 17:29:15.190000+00:00,precursor,California,6,6,-2.0779502811981305,2.5763261233384145,6.470286413708012
2008-01-10 07:12:07.800000+00:00,2008-02-09 07:12:07.800000+00:00,47,5,,,False,6.428884250178131,-1.011057104933711e-07,4.7,2008-02-09 07:12:07.800000+00:00,precursor,California,6,6,-2.0269980727880994,1.9366054234059111,8.239606464373779
2008-06-29 18:42:15.690000+00:00,2008-07-29 18:42:15.690000+00:00,56,5,,,False,6.433324319417012,-9.581321223891107e-08,5.34,2008-07-29 18:42:15.690000+00:00,precursor,California,6,6,-1.9985253282691269,2.177772553784593,8.277308794269263
2008-11-06 04:18:43.370000+00:00,2008-12-06 04:18:43.370000+00:00,88,9,,,False,6.664220375095723,-4.436409448673236e-09,4.62,2008-12-06 04:18:43.370000+00:00,precursor,California,6,6,-1.8142412998757929,2.714218955316538,6.9546475120881475
2009-08-20 22:55:19.280000+00:00,2009-09-19 22:55:19.280000+00:00,59,4,,,False,6.424479003514868,1.4193313963245346e-07,4.74,2009-09-19 22:55:19.280000+00:00,precursor,California,6,6,-2.280877148485856,1.9970963588453436,8.625158131973823
2009-12-11 00:27:42.100000+00:00,2010-01-10 00:27:42.100000+00:00,113,16,,,False,7.088741286424934,5.01027238038649e-07,6.35,2010-01-10 00:27:42.100000+00:00,precursor,California,6,6,-2.494457664852306,1.78449099334031,8.478132523726217
2010-05-13 15:29:25.450000+00:00,2010-06-12 15:29:25.450000+00:00,408,45,1.654805392518745,-0.0165094860936557,True,7.338654694468308,-1.968919593823052e-06,4.5,2010-06-12 15:29:25.450000+00:00,precursor,California,6,6,-2.4161985514894737,2.100826390422467,7.1829673996267065
2012-01-14 21:07:03.100000+00:00,2012-02-13 21:07:03.100000+00:00,41,2,,,False,6.261868976233497,-9.513025519627169e-08,5.33,2012-02-13 21:07:03.100000+00:00,precursor,California,6,6,-2.648633735491542,2.021687763781665,7.225258868150785
2012-05-24 03:51:56.960000+00:00,2012-06-23 03:51:56.960000+00:00,56,0,,,False,6.249553691481514,2.1894664401402193e-07,4.5,2012-06-23 03:51:56.960000+00:00,precursor,California,6,6,-1.2760750955467737,2.2972443741862976,7.595704655290638
2012-09-21 06:55:10.750000+00:00,2012-10-21 06:55:10.750000+00:00,42,1,,,False,6.251895573203808,-8.226125450590838e-08,5.09,2012-10-21 06:55:10.750000+00:00,precursor,California,6,6,-1.755058829894787,2.373338726953567,7.600567443617985
2013-01-14 00:10:15.620000+00:00,2013-02-13 00:10:15.620000+00:00,56,1,,,False,6.310562095053395,-1.6225455749451258e-07,4.69,2013-02-13 00:10:15.620000+00:00,precursor,California,6,6,-2.2313769637559937,1.9573281380294305,6.914272213848093
2013-04-24 03:47:08.290000+00:00,2013-05-24 03:47:08.290000+00:00,48,2,,,False,6.275259408004371,2.2980485759589465e-08,5.35,2013-05-24 03:47:08.290000+00:00,precursor,California,6,6,-2.4672182470008366,2.5245092123615698,6.424027459744604
2014-02-08 05:29:16.170000+00:00,2014-03-10 05:29:16.170000+00:00,10,1,,,False,5.588195276471821,-1.052848887889694e-08,4.5,2014-03-10 05:29:16.170000+00:00,precursor,California,6,6,-2.4509687866433225,2.1096169916223837,7.796481489245105
2014-07-25 10:20:46.330000+00:00,2014-08-24 10:20:46.330000+00:00,15,1,,,False,5.849741403529772,1.3122897919932045e-07,6.2,2014-08-24 10:20:46.330000+00:00,precursor,California,6,6,-1.2146376265935672,3.083947150698157,7.921893677508438
2014-12-29 21:08:54.010000+00:00,2015-01-28 21:08:54.010000+00:00,13,2,,,False,5.936985268996966,1.601197595628463e-07,5.19,2015-01-28 21:08:54.010000+00:00,precursor,California,6,6,-2.819444892602343,2.103365811166627,5.801483564199323
2016-05-11 08:04:38.150000+00:00,2016-06-10 08:04:38.150000+00:00,16,0,,,False,5.632112249536737,-1.5375524973758187e-08,4.7,2016-06-10 08:04:38.150000+00:00,precursor,California,6,6,-1.9894598316699863,2.5626317245931145,7.624948833662273
2016-11-14 16:41:07.240000+00:00,2016-12-14 16:41:07.240000+00:00,19,0,,,False,5.792856074152223,-3.076232747605421e-08,4.72,2016-12-14 16:41:07.240000+00:00,precursor,California,5,6,-2.974569130679008,1.820475606428415,6.294918558834551
2018-03-06 19:29:17.240000+00:00,2018-04-05 19:29:17.240000+00:00,22,4,,,False,6.041108706466795,-5.568553479915913e-08,4.84,2018-04-05 19:29:17.240000+00:00,precursor,California,6,6,-2.18441696074887,2.179710278205393,7.020355867375223
2020-03-12 14:36:38.420000+00:00,2020-04-11 14:36:38.420000+00:00,117,14,,,False,6.737059308185783,4.344723757478485e-07,4.82,2020-04-11 14:36:38.420000+00:00,precursor,California,6,6,-2.1563578853004564,2.4443145064313305,6.6551088411089765
2021-06-08 22:49:49.800000+00:00,2021-07-08 22:49:49.800000+00:00,104,2,,,False,6.512185498262706,-3.54563448431646e-07,5.58,2021-07-08 22:49:49.800000+00:00,precursor,California,6,6,-2.4220159221327484,2.0877100979016565,7.461336182729794
2021-11-20 20:10:21.700000+00:00,2021-12-20 20:10:21.700000+00:00,62,0,,,False,6.157617788874564,2.4613041191905733e-08,5.72,2021-12-20 20:10:21.700000+00:00,precursor,California,6,6,-2.400157715707414,2.2076912454655058,6.178443162182752
2022-09-25 18:42:03.270000+00:00,2022-10-25 18:42:03.270000+00:00,78,4,,,False,6.380242558669982,7.047655976793684e-08,4.84,2022-10-25 18:42:03.270000+00:00,precursor,California,6,6,-2.2014253922389124,2.591326424936715,6.45322123733739
2023-04-11 23:19:43.060000+00:00,2023-05-11 23:19:43.060000+00:00,102,4,,,False,6.55596534832884,3.605934513263773e-07,5.12,2023-05-11 23:19:43.060000+00:00,precursor,California,6,6,-3.1147846477818706,1.8154535805109884,4.179076690511165
2023-07-21 21:41:01.320000+00:00,2023-08-20 21:41:01.320000+00:00,87,1,,,False,6.322349556624811,9.103028914592812e-08,5.02,2023-08-20 21:41:01.320000+00:00,precursor,California,6,6,-2.2991729124376303,2.149622337219304,6.944738507275831
2024-06-29 20:00:52.010000+00:00,2024-07-29 20:00:52.010000+00:00,96,3,,,False,6.4903081403429965,-1.2064834540046662e-08,4.6,2024-07-29 20:00:52.010000+00:00,precursor,California,6,6,-2.973128716902064,2.051497614471617,6.527368602922527
2019-04-14 16:54:00.916806144+00:00,2019-05-14 16:54:00.916806144+00:00,46,4,,,False,6.337785722355699,-7.258223317808188e-08,,,null_A,California,6,6,-2.1871545304932756,2.18507109003062,7.73747821948563
2010-12-08 06:21:22.289674944+00:00,2011-01-07 06:21:22.289674944+00:00,142,17,,,False,6.875064388589792,-6.700414796466054e-07,,,null_A,California,6,6,-1.9014596314875971,2.493744625299395,7.948050096073531
2017-05-17 16:47:53.226837056+00:00,2017-06-16 16:47:53.226837056+00:00,11,0,,,False,5.461439561710333,-1.1311814303570056e-08,,,null_A,California,6,6,-2.6625043401556305,2.0752345050721597,5.917740496256256
2024-04-23 00:11:15.988412160+00:00,2024-05-23 00:11:15.988412160+00:00,135,14,,,False,6.880192620856895,1.910298794073203e-06,,,null_A,California,6,6,-2.741690133318944,1.8609647432388208,7.0517490966252625
2018-12-19 01:35:46.280263808+00:00,2019-01-18 01:35:46.280263808+00:00,31,2,,,False,6.161814955392608,1.666985742943864e-07,,,null_A,California,6,6,-2.787864544723167,1.785901814609624,7.405636648290011
2019-08-02 21:32:44.434931968+00:00,2019-09-01 21:32:44.434931968+00:00,52,4,,,False,6.495540244628684,4.934382352815013e-07,,,null_A,California,6,6,-2.0490393429646327,2.3065281208759583,7.8967452427593745
2011-03-22 23:47:09.275894912+00:00,2011-04-21 23:47:09.275894912+00:00,95,14,,,False,6.749810999127994,8.790005943966865e-07,,,null_A,California,6,6,-2.3451234259463756,1.8268140598309832,8.343874314639141
2009-03-28 16:27:24.491117248+00:00,2009-04-27 16:27:24.491117248+00:00,66,5,,,False,6.521680345678755,1.6190683878732554e-08,,,null_A,California,6,6,-2.2584396730284753,1.9532548638425535,8.180508176618035
2016-01-16 18:52:10.336328448+00:00,2016-02-15 18:52:10.336328448+00:00,25,1,,,False,6.022449148173456,-2.053371988577705e-07,,,null_A,California,6,6,-2.845060282181819,1.944825850774511,5.841192916647447
2011-01-18 13:02:30.121968128+00:00,2011-02-17 13:02:30.121968128+00:00,83,9,,,False,6.582052745100057,-1.4007144022456277e-07,,,null_A,California,6,6,-2.184259428725187,2.646477813035488,6.480981431120937
2005-08-30 04:42:30.056290432+00:00,2005-09-29 04:42:30.056290432+00:00,100,20,,,False,6.946099950274627,-1.7737556257655428e-06,,,null_A,California,6,6,-1.6186931007002074,3.230819175699588,6.930349243427308
2013-10-26 06:33:15.168547840+00:00,2013-11-25 06:33:15.168547840+00:00,9,0,,,False,5.316061766626991,3.6248999003984415e-08,,,null_A,California,6,6,-1.8238418008124704,2.288255225691961,7.993073910271761
2020-08-15 04:26:36.053474944+00:00,2020-09-14 04:26:36.053474944+00:00,113,4,,,False,6.605871185262693,-4.697890647492231e-07,,,null_A,California,6,6,-2.6588776528253084,2.555626363640721,5.518776526860932
2015-09-27 18:01:42.178560576+00:00,2015-10-27 18:01:42.178560576+00:00,18,0,,,False,5.719423464136824,-1.891068119576184e-08,,,null_A,California,6,6,-2.559790400592878,2.144470162401511,6.732431703817903
2018-11-21 06:59:48.317188224+00:00,2018-12-21 06:59:48.317188224+00:00,22,2,,,False,6.117730313856012,-1.078716096927497e-07,,,null_A,California,6,6,-1.7454667706712987,2.1748483992613186,7.258097866909325
2024-03-09 04:37:56.966358016+00:00,2024-04-08 04:37:56.966358016+00:00,71,2,,,False,6.295096932518855,8.897362356158587e-08,,,null_A,California,6,6,-2.569165242283729,1.8574866822352307,7.886076664483452
2022-04-03 04:32:30.017722112+00:00,2022-05-03 04:32:30.017722112+00:00,92,1,,,False,6.382852995337719,-1.8792167167446146e-10,,,null_A,California,6,6,-2.2988847799316843,2.1416085402239307,7.626483245561269
2019-05-24 23:55:44.146495872+00:00,2019-06-23 23:55:44.146495872+00:00,40,3,,,False,6.626997461453415,4.828235134820419e-07,,,null_A,California,6,6,-1.7395113063586105,2.303541886225116,7.239753355771109
2011-08-18 15:38:13.236880832+00:00,2011-09-17 15:38:13.236880832+00:00,47,7,,,False,6.422011529421593,-5.894671763872678e-07,,,null_A,California,6,6,-2.390214750689531,2.1153272213354595,6.497721216542546
2001-02-02 19:27:05.091023364+00:00,2001-03-04 19:27:05.091023364+00:00,59,7,,,False,6.528759362628169,-3.2876136696495e-07,,,null_A,California,6,6,-2.6960188736880117,1.8852336455938243,3.5892881704606867
2018-07-23 00:28:00.093447424+00:00,2018-08-22 00:28:00.093447424+00:00,22,2,,,False,6.0046242244808115,1.261343377800155e-07,,,null_A,California,6,6,-2.574662837988632,2.2400236025294236,7.471377739183634
2024-02-09 04:15:22.666305792+00:00,2024-03-10 04:15:22.666305792+00:00,92,8,,,False,6.547904948914841,-6.157004216459471e-07,,,null_A,California,6,6,-2.6919509197987623,2.0395413078038573,7.143296682949126
2009-03-25 14:33:44.857094656+00:00,2009-04-24 14:33:44.857094656+00:00,73,6,,,False,6.56472484310687,-1.2289039646677906e-08,,,null_A,California,6,6,-2.4452122371469804,2.0786926849549427,7.745494172203925
2011-09-13 10:48:22.707103168+00:00,2011-10-13 10:48:22.707103168+00:00,61,5,,,False,6.45188076560766,1.561579283345512e-07,,,null_A,California,6,6,-2.101256631434527,2.229354415451301,8.422512353169978
2011-11-08 09:52:32.431464704+00:00,2011-12-08 09:52:32.431464704+00:00,52,0,,,False,6.317743624127104,-1.151790048525798e-07,,,null_A,California,6,6,-2.6055350607695424,2.003580881598371,7.133587613926584
2005-08-27 04:46:04.241398816+00:00,2005-09-26 04:46:04.241398816+00:00,103,20,,,False,6.95197137187828,-2.515668005991787e-06,,,null_A,California,6,6,-1.6569642625598524,2.8782735005290268,7.173457645868838
2010-11-22 13:15:18.742512576+00:00,2010-12-22 13:15:18.742512576+00:00,152,12,,,False,6.8373565080069065,7.212759065967899e-07,,,null_A,California,6,6,-2.4022028784639136,2.4065656444361077,7.099729349701347
2020-09-30 02:47:51.600522368+00:00,2020-10-30 02:47:51.600522368+00:00,282,11,,,False,6.9898404201137,-1.8718273153301223e-06,,,null_A,California,6,6,-1.9864906109078488,2.875683612270301,5.850525160149242
2017-06-13 01:34:01.982920512+00:00,2017-07-13 01:34:01.982920512+00:00,15,0,,,False,5.6922500349935214,2.3869873543633482e-08,,,null_A,California,6,6,-2.139792778891872,2.466643328241544,6.678112892844328
2020-09-26 07:24:47.833807744+00:00,2020-10-26 07:24:47.833807744+00:00,286,12,,,False,6.999959288447327,-2.9916187710388507e-06,,,null_A,California,6,6,-2.07166110106804,2.2709481327019847,8.118764564884586
2020-01-20 01:56:57.438894976+00:00,2020-02-19 01:56:57.438894976+00:00,91,2,,,False,6.426115431365531,-1.8914287488751586e-07,,,null_A,California,6,6,-2.3630890008781287,1.9337564430012035,7.872913765856222
2003-06-26 00:15:11.886475920+00:00,2003-07-26 00:15:11.886475920+00:00,38,2,,,False,6.201251310437973,2.959467179509267e-07,,,null_A,California,6,6,-3.0794720610624005,1.970900490085035,2.883332134725109
2004-12-24 11:15:59.882637152+00:00,2005-01-23 11:15:59.882637152+00:00,37,6,,,False,6.46545834314291,-4.790297546945028e-07,,,null_A,California,6,6,-2.099511990635283,2.390885310517116,8.16758265745756
2019-08-10 17:23:59.314981888+00:00,2019-09-09 17:23:59.314981888+00:00,53,5,,,False,6.520113474176749,-5.861352233162136e-07,,,null_A,California,6,6,-2.6759922039172945,2.1819679960566334,7.47455104644831
2017-07-27 15:52:10.001725056+00:00,2017-08-26 15:52:10.001725056+00:00,26,0,,,False,5.888651418058032,1.8689178674951017e-08,,,null_A,California,6,6,-2.4119195882195004,2.655922304705738,6.253676162014893
2019-06-15 08:13:57.733741568+00:00,2019-07-15 08:13:57.733741568+00:00,652,159,0.7882742308517923,0.0135560151279745,True,8.195124597561827,1.6561171301974314e-05,,,null_A,California,6,6,-1.963791594106528,2.38765924080189,7.532475658831504
2011-06-08 14:50:41.500913280+00:00,2011-07-08 14:50:41.500913280+00:00,52,7,,,False,6.456126201476289,-3.5492419235153473e-07,,,null_A,California,6,6,-1.807896472279934,2.620955737882144,7.621596806450817
2003-06-26 09:58:33.656879056+00:00,2003-07-26 09:58:33.656879056+00:00,38,2,,,False,6.201251310437973,2.959467179509267e-07,,,null_A,California,6,6,-3.030281809707675,2.0803441663359523,2.862537175483478
2002-11-08 11:15:28.224446464+00:00,2002-12-08 11:15:28.224446464+00:00,37,2,,,False,6.309232709929371,1.0719477369944506e-07,,,null_A,California,6,6,-2.5411537314232593,2.00079293484197,3.9486572463957215
2011-09-27 11:15:15.351373760+00:00,2011-10-27 11:15:15.351373760+00:00,56,9,,,False,6.470190508933008,-1.319551323342711e-07,,,null_A,California,6,6,-2.3688380242608535,2.0552734606789653,7.334393925417356
2019-01-23 04:30:00.592552064+00:00,2019-02-22 04:30:00.592552064+00:00,34,3,,,False,6.3504427800266035,-3.660247786120948e-07,,,null_A,California,6,6,-1.9060609299419855,2.138099510346972,7.186157168341043
2015-10-25 13:03:20.482739520+00:00,2015-11-24 13:03:20.482739520+00:00,18,2,,,False,5.987899005209163,-1.4846075868547678e-07,,,null_A,California,6,6,-2.884483969736773,2.0315987835254132,6.8080460405351415
2013-10-17 02:57:39.770889216+00:00,2013-11-16 02:57:39.770889216+00:00,16,0,,,False,5.580071975133175,-2.2388267045983484e-08,,,null_A,California,6,6,-1.1559355388265973,2.4255136438446443,6.917725377322566
2013-12-07 08:09:28.112518848+00:00,2014-01-06 08:09:28.112518848+00:00,8,4,,,False,6.158209676934296,-4.611035523141767e-07,,,null_A,California,6,6,-1.5977243473786953,2.627375178678721,7.641605618836401
2010-11-18 14:20:48.041444800+00:00,2010-12-18 14:20:48.041444800+00:00,146,15,,,False,6.84472572919849,5.114625493379987e-07,,,null_A,California,6,6,-1.7340588305344815,2.497752971704277,7.805817431571436
2021-04-06 17:27:24.704940288+00:00,2021-05-06 17:27:24.704940288+00:00,118,2,,,False,6.46865070324994,-6.006602779192315e-08,,,null_A,California,6,6,-2.815505288731369,1.8831204171112896,6.664993947728327
2005-10-30 04:16:01.549248192+00:00,2005-11-29 04:16:01.549248192+00:00,36,4,,,False,6.293858421914631,8.17672524127567e-08,,,null_A,California,6,6,-1.6297297713476138,3.0790679666438456,7.319071890330372
2013-11-17 13:05:58.778298752+00:00,2013-12-17 13:05:58.778298752+00:00,8,2,,,False,5.77921063169877,1.1028093067086433e-07,,,null_A,California,6,6,-1.6235464508247546,2.8407159822397894,6.4611225878592276
2019-07-14 04:26:02.790913792+00:00,2019-08-13 04:26:02.790913792+00:00,144,16,,,False,6.928056228437075,-2.2690876176744723e-06,,,null_A,California,6,6,-2.1567904789311987,2.953724947667214,6.811285673968449
2017-12-31 03:19:11.948796160+00:00,2018-01-30 03:19:11.948796160+00:00,22,3,,,False,6.034521820033147,4.135270916003376e-08,,,null_A,California,6,6,-2.2286711262875296,2.3363794556642903,6.409727683334659
2011-07-05 13:40:33.649566400+00:00,2011-08-04 13:40:33.649566400+00:00,44,5,,,False,6.377250638237705,-1.270922833414389e-07,,,null_A,California,6,6,-2.1292775827368406,2.674491766260721,6.7722469981599165
2003-10-18 07:29:01.693161152+00:00,2003-11-17 07:29:01.693161152+00:00,74,9,,,False,6.540438455056981,-1.803903420412336e-07,,,null_A,California,6,6,-1.9283727939474629,2.3440456757583794,4.007308151729299
2017-05-08 03:58:22.792200448+00:00,2017-06-07 03:58:22.792200448+00:00,12,0,,,False,5.541416601053174,3.1318675362105327e-09,,,null_A,California,6,6,-1.84290131508504,2.193132971538103,7.415735606312008
2011-02-12 11:57:25.352882048+00:00,2011-03-14 11:57:25.352882048+00:00,75,14,,,False,6.723797438278977,-1.2133203464807105e-06,,,null_A,California,6,6,-1.8170046332547936,2.6122149070362504,7.573087970375987
2009-06-29 17:22:29.179200192+00:00,2009-07-29 17:22:29.179200192+00:00,45,7,,,False,6.440222546876482,-2.461066991281919e-07,,,null_A,California,6,6,-2.301295076084209,2.1324468429883443,8.148794018103667
2015-09-15 04:13:07.974651904+00:00,2015-10-15 04:13:07.974651904+00:00,20,0,,,False,5.823335256481553,-3.6737963753472586e-08,,,null_A,California,6,6,-2.15360097191303,2.197006000852654,7.718746871559179
2002-12-10 02:26:12.601714592+00:00,2003-01-09 02:26:12.601714592+00:00,48,10,,,False,6.517877645507294,7.47007698164395e-10,,,null_A,California,6,6,-3.321155420500307,1.6556044171615143,2.4301510440708873
2023-12-20 02:29:13.105307520+00:00,2024-01-19 02:29:13.105307520+00:00,61,3,,,False,6.393009957102014,-4.9040120204805896e-08,,,null_A,California,6,6,-2.9467276820116175,2.010334743277498,5.450114982444898
2022-08-21 21:10:11.032182528+00:00,2022-09-20 21:10:11.032182528+00:00,87,5,,,False,6.483721500642348,2.431314957642625e-07,,,null_A,California,6,6,-2.1913771737940335,2.1029846039200377,6.483803868639704
2017-06-07 23:41:51.535954688+00:00,2017-07-07 23:41:51.535954688+00:00,12,0,,,False,5.6204775458115295,6.161553828296667e-08,,,null_A,California,5,6,-2.617360665538991,2.0678508750840487,6.691540513303723
2006-08-16 18:24:57.827485312+00:00,2006-09-15 18:24:57.827485312+00:00,41,3,,,False,6.322471840254156,-1.6108129624754266e-08,,,null_A,California,6,6,-2.308314148453445,2.3025478215514887,7.37018154605104
2024-02-24 08:16:45.735016064+00:00,2024-03-25 08:16:45.735016064+00:00,69,0,,,False,6.2075991825949295,8.066380947306565e-09,,,null_A,California,6,6,-1.7920326895878025,2.200344181987515,7.794802969321486
2019-05-28 08:10:36.223885696+00:00,2019-06-27 08:10:36.223885696+00:00,41,3,,,False,6.631017223884732,8.195892673674596e-07,,,null_A,California,6,6,-1.6656508036808588,2.484280266321429,7.768042888274795
2017-11-11 08:45:49.742115648+00:00,2017-12-11 08:45:49.742115648+00:00,27,1,,,False,6.0270163628002305,-2.1476871260976353e-07,,,null_A,California,6,6,-2.0116479316732687,2.2476239477965896,7.62108624843957
2011-03-13 16:01:55.337801920+00:00,2011-04-12 16:01:55.337801920+00:00,68,7,,,False,6.539374227278291,3.818477773870214e-07,,,null_A,California,6,6,-2.496663591273584,1.8375629813119077,7.948748273143628
2022-06-28 11:24:37.709889792+00:00,2022-07-28 11:24:37.709889792+00:00,95,2,,,False,6.474826098433744,8.402503771191024e-08,,,null_A,California,6,6,-2.251621507467256,2.5685078079233947,7.571370176453549
2011-05-11 01:07:43.564998144+00:00,2011-06-10 01:07:43.564998144+00:00,84,2,,,False,6.477256654600321,-1.4777575000052795e-07,,,null_A,California,6,6,-2.3444328139358235,1.980741240462849,7.691120187857049
2005-01-15 19:30:54.270114080+00:00,2005-02-14 19:30:54.270114080+00:00,42,2,,,False,6.296078856536776,2.4252602754914764e-07,,,null_A,California,6,6,-2.1058252618930395,2.3250056408538904,7.822716272686776
2014-06-07 11:12:06.757302592+00:00,2014-07-07 11:12:06.757302592+00:00,5,1,,,False,5.4962735906507145,1.7829729094938268e-07,,,null_A,California,6,6,-1.749246608674054,2.580598556609879,8.295092708475734
2021-05-05 22:50:20.109757312+00:00,2021-06-04 22:50:20.109757312+00:00,107,2,,,False,6.467726080190886,4.5327588641139535e-08,,,null_A,California,6,6,-2.5194532874166,1.9987770930857165,7.277489195124206
2018-11-25 05:18:24.642360448+00:00,2018-12-25 05:18:24.642360448+00:00,21,2,,,False,6.119855278436578,-1.491421600230087e-07,,,null_A,California,6,6,-2.5658116123462498,2.121431747881877,6.109448781447266
2017-12-04 18:41:56.538006528+00:00,2018-01-03 18:41:56.538006528+00:00,31,0,,,False,5.984217472141611,2.5514142897170262e-08,,,null_A,California,5,6,-2.459336608601564,2.361550698471862,5.355185075872222
2010-10-07 12:18:41.582593664+00:00,2010-11-06 12:18:41.582593664+00:00,133,12,,,False,6.813054474468675,-1.6055652565269624e-07,,,null_A,California,6,6,-1.8183616662693665,2.576376686052101,6.772557959974748
2015-08-19 02:42:06.140538880+00:00,2015-09-18 02:42:06.140538880+00:00,18,4,,,False,6.013661098328196,1.2308706981109348e-07,,,null_A,California,6,6,-2.252139295095972,2.6015324262375388,5.775573913561381
2016-03-11 05:19:29.841112192+00:00,2016-04-10 05:19:29.841112192+00:00,18,0,,,False,5.797934157366857,-8.34177783307807e-08,,,null_A,California,6,6,-2.4523884162531058,2.0820318838488543,7.279655086632198
2001-01-13 21:12:28.732567144+00:00,2001-02-12 21:12:28.732567144+00:00,54,12,,,False,6.57697219661252,3.5481986852404033e-07,,,null_A,California,6,6,-3.0181539878108925,1.9460899501357327,3.024041200197072
2012-04-22 19:49:12.012431040+00:00,2012-05-22 19:49:12.012431040+00:00,57,4,,,False,6.3987156987137945,-2.3995292224387496e-07,,,null_A,California,6,6,-1.8793933722687928,2.2119363833526866,7.911502220083773
2003-08-08 10:28:24.225771616+00:00,2003-09-07 10:28:24.225771616+00:00,40,3,,,False,6.255255373080612,-1.010256448472346e-07,,,null_A,California,6,6,-2.4443524288404537,2.318004121720492,3.4033391684050835
2014-06-24 05:25:54.036104768+00:00,2014-07-24 05:25:54.036104768+00:00,10,1,,,False,5.664499213579047,-3.553401341571189e-08,,,null_A,California,3,6,-2.2557170805857756,2.874643469728196,6.529518634926137
2023-11-19 17:18:48.494807424+00:00,2023-12-19 17:18:48.494807424+00:00,73,2,,,False,6.397436481955712,-1.844886031155635e-07,,,null_A,California,6,6,-2.6483340374752644,2.430439571857035,4.925285300131158
2019-07-03 14:25:10.036572160+00:00,2019-08-02 14:25:10.036572160+00:00,752,172,0.8333182829915148,0.1001846644906957,True,8.205757786548272,-5.748617896265939e-05,,,null_A,California,6,6,-2.4543063733725945,2.507431657837495,6.8042721840292835
2011-10-19 05:58:04.760836160+00:00,2011-11-18 05:58:04.760836160+00:00,54,4,,,False,6.389022256189623,-7.285747468568077e-08,,,null_A,California,6,6,-2.57010315330357,2.1151849744269486,7.444024275378158
