t_start,t_end,n_events,n_above_mc,b,b_drift_per_day,b_drift_ok,benioff_total_log10,benioff_curv,target_M,target_time,window_kind,region,wf_station,wf_n_snapshots,wf_n_successful,wf_spectral_slope,wf_spectral_r2,wf_waveform_entropy,wf_hht_imf1_if_median_hz
2023-04-01 02:41:26.400000+00:00,2023-05-01 02:41:26.400000+00:00,38,1,,,False,6.242726324271951,1.3430222926164386e-07,5.2,2023-05-01 02:41:26.400000+00:00,precursor,Italy,MN.AQU,6,6,-0.530495382601058,0.2646264378309778,3.6414364300016397,4.5239132223455165
2023-10-21 06:46:28.370000+00:00,2023-11-20 06:46:28.370000+00:00,30,9,,,False,6.362219443315231,-6.409166804029816e-08,4.67,2023-11-20 06:46:28.370000+00:00,precursor,Italy,MN.AQU,6,6,-0.9935420964811934,0.5079212695298484,3.2726926900815485,4.77398998981424
2024-02-11 04:37:30.230000+00:00,2024-03-12 04:37:30.230000+00:00,86,8,,,False,6.622269235621668,-7.369171251290701e-07,4.65,2024-03-12 04:37:30.230000+00:00,precursor,Italy,MN.AQU,6,6,-0.9094441045971848,0.49362468536785653,3.3625549585983596,4.607994223838508
2024-07-02 19:43:20.680000+00:00,2024-08-01 19:43:20.680000+00:00,51,4,,,False,6.3313908953393385,9.849529330245336e-08,5.1,2024-08-01 19:43:20.680000+00:00,precursor,Italy,MN.AQU,6,6,-0.4243722028219028,0.2680275176083333,3.8108991582699403,4.392536821495309
2019-04-15 12:49:44.348375552+00:00,2019-05-15 12:49:44.348375552+00:00,48,0,,,False,6.250059795956376,2.375839143013299e-10,,,null_A,Italy,MN.AQU,6,5,-1.7597909617902938,0.6366337983765067,2.425477705830672,4.686568556804976
2017-05-18 11:33:23.026060288+00:00,2017-06-17 11:33:23.026060288+00:00,80,4,,,False,6.4589926905637265,-9.490357759562617e-08,,,null_A,Italy,MN.AQU,6,6,-0.844035725053132,0.3633680626857565,3.221774427614631,4.917276852765589
2018-12-19 21:19:44.596688512+00:00,2019-01-18 21:19:44.596688512+00:00,113,11,,,False,6.7646833542680715,-1.689583819657593e-06,,,null_A,Italy,MN.AQU,6,0,,,,
2009-03-29 06:13:27.434104704+00:00,2009-04-28 06:13:27.434104704+00:00,1033,60,0.8092443762172401,0.0178793562857987,True,7.799423403054757,-1.9177155292805185e-05,,,null_A,Italy,MN.AQU,6,6,-0.5606406814742203,0.30020374764455776,3.71519418777635,4.4778539658084835
2023-02-04 07:11:17.049985280+00:00,2023-03-06 07:11:17.049985280+00:00,49,7,,,False,6.4586468171325615,-4.265753403094938e-08,,,null_A,Italy,MN.AQU,6,6,-0.8284899640318949,0.3310518488164481,3.2207488075699864,4.769803541130228
2016-01-17 12:48:36.573498752+00:00,2016-02-16 12:48:36.573498752+00:00,54,6,,,False,6.399178382767088,8.268739757097136e-08,,,null_A,Italy,MN.AQU,6,6,-1.5154958174713105,0.4909898911097421,2.3277709230154735,4.819001591944719
2020-07-02 17:31:30.084958720+00:00,2020-08-01 17:31:30.084958720+00:00,87,4,,,False,6.599620714792034,-3.4762452975674146e-07,,,null_A,Italy,MN.AQU,6,6,-0.6289360099371931,0.30407258862763853,3.588663069619327,4.204017306560635
2011-01-19 03:55:08.178867008+00:00,2011-02-18 03:55:08.178867008+00:00,48,3,,,False,6.257773815091297,-1.1414491142816319e-07,,,null_A,Italy,MN.AQU,6,0,,,,
2020-08-16 01:11:32.521796096+00:00,2020-09-15 01:11:32.521796096+00:00,53,5,,,False,6.391866319317074,-1.39064931950518e-07,,,null_A,Italy,MN.AQU,6,6,-0.42376405221235935,0.22876718899250123,3.8043319290292317,4.635306845482545
2015-09-28 11:46:57.170374016+00:00,2015-10-28 11:46:57.170374016+00:00,51,2,,,False,6.383869396819176,4.858816576457775e-08,,,null_A,Italy,MN.AQU,6,5,-1.7672279441945649,0.526677616100267,1.9610003808150687,4.954676732165002
2018-11-22 02:40:58.724252288+00:00,2018-12-22 02:40:58.724252288+00:00,60,6,,,False,6.443660930918086,-2.623967202614437e-07,,,null_A,Italy,MN.AQU,6,0,,,,
2019-05-25 19:55:31.162380672+00:00,2019-06-24 19:55:31.162380672+00:00,51,2,,,False,6.268409069000553,-6.863480606633172e-08,,,null_A,Italy,MN.AQU,6,6,-0.2230190612446952,0.22898443260294407,3.90440450535077,4.534374393579279
