feature,macro_auc,ci_lo,ci_hi,perm_z,perm_p,passes_3sigma,passes_bonferroni,per_region_aucs
n_above_mc_traj,0.541773324131489,0.4959516619723396,0.5875949862906384,1.6179983943608114,0.1056629436953791,False,False,"{'California': 0.5733783783783784, 'Cascadia': 0.48597222222222225, 'Turkey': 0.6018115942028986, 'Italy': 0.5059311017224569}"
benioff_total_traj,0.7038837029261956,0.6368364749214603,0.7730015707940635,8.011025373144557,1.1102230246251565e-15,True,True,"{'California': 0.732972972972973, 'Cascadia': 0.8088888888888889, 'Turkey': 0.6083333333333334, 'Italy': 0.6653396165095873}"
