macro,ci_lo,ci_hi,perm_z,perm_p,perm_method,control
0.7794792605105105,0.7005763888888887,0.8583821321321323,11.001227951460217,0.0,iid,MAIN_A2_blog_last5d
0.5127270082582582,0.4998151276276276,0.526661036036036,0.512828656014881,0.6080711827112801,iid,C1_precursor_shift_-30d
0.49909515765765766,0.4742708333333333,0.5251993243243244,-0.03739904841151713,0.9701668313990348,iid,C2_both_shift_-30d_placebo
0.5298388701201201,0.4870061936936938,0.5617986111111111,1.0930304317449888,0.27438043856371674,iid,C3_mask_last5d_use_days0-25
0.7794792605105105,0.7005763888888887,0.8583821321321323,8.37490499093187,0.0,block,C4_main_block_permutation_null
