t_start,t_end,n_events,n_above_mc,b,b_drift_per_day,b_drift_ok,benioff_total_log10,benioff_curv,target_M,target_time,window_kind
2003-08-23 13:33:57.302507840+00:00,2003-09-22 13:33:57.302507840+00:00,63,39,1.0315155173097947,0.022526115849015843,True,6.5278986729312365,-2.0392803425730544e-07,,,null_A
2003-08-02 14:52:31.044543056+00:00,2003-09-01 14:52:31.044543056+00:00,56,31,0.970665388536468,,False,6.492240636271367,5.624545817824051e-07,,,null_A
2001-05-01 00:32:46.186661696+00:00,2001-05-31 00:32:46.186661696+00:00,115,58,1.0871419918165153,-0.01444657785190283,True,6.7333349731448005,3.8267013471894863e-07,,,null_A
2001-01-30 20:31:22.464879104+00:00,2001-03-01 20:31:22.464879104+00:00,103,69,0.8837015408824652,-0.001956915524869764,True,6.844588067470113,-6.706909626794202e-07,,,null_A
2014-03-27 06:06:10.628859584+00:00,2014-04-26 06:06:10.628859584+00:00,91,48,0.990785890273579,0.001016042426608861,True,6.76702607265594,-7.824317989759907e-07,,,null_A
2001-03-24 10:52:50.665536408+00:00,2001-04-23 10:52:50.665536408+00:00,125,69,1.2296396902472042,0.011840686158986934,True,6.698098586102391,6.929932533825776e-07,,,null_A
2001-04-18 02:21:06.196312840+00:00,2001-05-18 02:21:06.196312840+00:00,124,62,1.1646305310554341,-0.025815400055031985,True,6.736808404969374,-7.334391877958573e-08,,,null_A
2019-06-04 14:24:39.787982720+00:00,2019-07-04 14:24:39.787982720+00:00,81,48,0.7822189542722735,0.005837334428394659,True,6.9481382700614445,6.109262134973633e-07,,,null_A
2019-05-31 05:18:08.532945280+00:00,2019-06-30 05:18:08.532945280+00:00,96,51,0.8086534712327792,-0.01055476351244714,True,6.961090683034819,4.738254145176822e-07,,,null_A
2003-06-26 06:30:57.031165264+00:00,2003-07-26 06:30:57.031165264+00:00,61,26,,,False,6.438967702650209,7.104337341332607e-08,,,null_A
2015-10-09 16:21:37.714382592+00:00,2015-11-08 16:21:37.714382592+00:00,96,51,1.084141878466269,-0.003166688377303151,True,6.608113874501201,2.1414469067743461e-07,,,null_A
2017-04-24 21:19:37.808329920+00:00,2017-05-24 21:19:37.808329920+00:00,51,32,0.9828446549437109,0.05485717632080161,True,6.4356884279305016,-2.4656112222850545e-07,,,null_A
2003-06-04 18:54:01.393688080+00:00,2003-07-04 18:54:01.393688080+00:00,75,38,1.0504895170161401,0.013242759640028374,True,6.5152024739823595,4.897410471769068e-08,,,null_A
2014-12-10 09:08:16.064510016+00:00,2015-01-09 09:08:16.064510016+00:00,134,80,0.9688666634763011,-0.011690613732159896,True,6.853753411137864,6.618770095505998e-07,,,null_A
2019-04-18 16:07:28.758970240+00:00,2019-05-18 16:07:28.758970240+00:00,102,57,0.9151491855262602,-0.023524343682973823,True,6.740723376773833,-6.892468427598691e-07,,,null_A
2019-06-12 02:23:33.303968384+00:00,2019-07-12 02:23:33.303968384+00:00,2132,1396,0.7416118417351956,-0.01198859984983857,True,8.380133847564647,9.890609179597404e-05,,,null_A
2015-11-16 12:14:19.241248064+00:00,2015-12-16 12:14:19.241248064+00:00,85,45,1.1960374348620741,0.012967801491510599,True,6.570222572608691,-1.0013130683648063e-07,,,null_A
2011-04-28 03:39:14.961170048+00:00,2011-05-28 03:39:14.961170048+00:00,123,66,0.8525709638790787,-0.000496300349805922,True,6.844075715162888,-2.483338619795841e-07,,,null_A
2011-06-05 15:40:02.024769280+00:00,2011-07-05 15:40:02.024769280+00:00,89,49,1.0555768657370703,0.006185767761256757,True,6.595617495846736,-8.28897126364583e-08,,,null_A
2024-11-23 13:01:49.267531136+00:00,2024-12-23 13:01:49.267531136+00:00,371,225,0.8480841731316753,0.017565676678429044,True,7.4364990689108,-1.78168084570478e-06,,,null_A
2003-07-25 21:11:29.554900064+00:00,2003-08-24 21:11:29.554900064+00:00,52,30,1.0123414496579302,,False,6.423636845806084,-1.6506625289390118e-07,,,null_A
2019-05-10 22:32:06.684353536+00:00,2019-06-09 22:32:06.684353536+00:00,86,38,0.9398172159637576,,False,6.635420980501605,9.064230970921102e-07,,,null_A
2004-12-09 03:02:15.308970432+00:00,2005-01-08 03:02:15.308970432+00:00,91,49,0.8518987034931687,-0.002312061806081214,True,6.741437540613533,4.25145568578354e-08,,,null_A
2000-11-25 07:14:15.406602096+00:00,2000-12-25 07:14:15.406602096+00:00,119,73,0.8290663488215839,0.0025012960521333476,True,6.904729401693821,5.331763692206491e-07,,,null_A
2001-04-15 07:57:28.918290984+00:00,2001-05-15 07:57:28.918290984+00:00,118,59,1.3443533280321038,-0.01722160645318798,True,6.658300160112286,-3.0570469821619636e-07,,,null_A
2015-02-06 00:13:14.826708224+00:00,2015-03-08 00:13:14.826708224+00:00,89,48,1.0723320540821026,-0.008527958665683285,True,6.662000929970557,-3.5695272565953804e-07,,,null_A
2019-03-29 12:43:14.557875712+00:00,2019-04-28 12:43:14.557875712+00:00,77,39,1.084346017556135,0.02507471621755145,True,6.536366620346885,1.4855925708960373e-07,,,null_A
2017-05-25 03:07:00.142273216+00:00,2017-06-24 03:07:00.142273216+00:00,64,36,0.9063537013633084,-0.0071371170100631666,True,6.48366239308496,-5.6425904552026196e-08,,,null_A
2000-12-31 14:29:29.377043632+00:00,2001-01-30 14:29:29.377043632+00:00,78,38,1.0504895170161423,0.014745170758627467,True,6.5890217703371485,-2.5450003483543413e-07,,,null_A
2015-09-13 05:37:50.563315904+00:00,2015-10-13 05:37:50.563315904+00:00,98,47,1.032465384393161,0.01762487110266706,True,6.713198621666461,-2.6993085849686346e-07,,,null_A
2001-05-11 04:50:30.544433512+00:00,2001-06-10 04:50:30.544433512+00:00,116,56,1.089139766528532,0.029474971523602542,True,6.717007656711907,-7.743016772884552e-07,,,null_A
2001-01-20 14:53:19.166819316+00:00,2001-02-19 14:53:19.166819316+00:00,104,66,0.9673788662036672,-0.036566280034952305,True,6.79221715308768,1.0178055128746684e-06,,,null_A
2011-06-05 18:24:39.373590784+00:00,2011-07-05 18:24:39.373590784+00:00,89,49,1.0555768657370703,0.006185767761256737,True,6.595617495846736,-8.28897126364568e-08,,,null_A
2015-11-10 10:51:35.869417664+00:00,2015-12-10 10:51:35.869417664+00:00,85,44,1.2148097395895159,0.008480389376148876,True,6.5676034939917995,-3.1232188054584807e-07,,,null_A
2003-08-14 01:44:19.745597072+00:00,2003-09-13 01:44:19.745597072+00:00,58,34,0.94532729735663,-0.015605147820710931,True,6.515054189225287,-1.910511578796711e-07,,,null_A
2017-06-09 04:39:51.778200384+00:00,2017-07-09 04:39:51.778200384+00:00,58,35,1.0511968787423116,0.03491204528762872,True,6.451212562041659,1.583734666339675e-08,,,null_A
2015-10-25 06:12:43.739749312+00:00,2015-11-24 06:12:43.739749312+00:00,96,54,1.0867424477653205,-0.0024448150654399524,True,6.649741235824526,1.6449202274891796e-09,,,null_A
2000-11-24 08:45:56.449940248+00:00,2000-12-24 08:45:56.449940248+00:00,112,69,0.8370480237800115,0.004400123328168416,True,6.882730893837405,4.1664112529876526e-07,,,null_A
2017-06-29 10:57:21.408658496+00:00,2017-07-29 10:57:21.408658496+00:00,81,42,1.2087719178221716,0.00010428538752339535,True,6.538225302863196,7.935176788633138e-08,,,null_A
2015-08-07 20:01:23.764620736+00:00,2015-09-06 20:01:23.764620736+00:00,78,43,0.9970455270603218,0.01788962847343181,True,6.587374033907069,-4.063978912717923e-07,,,null_A
2020-12-24 14:07:20.225012096+00:00,2021-01-23 14:07:20.225012096+00:00,138,73,0.9040061927270429,-0.0003011614979880894,True,6.8674678643855,7.158959819563555e-08,,,null_A
2014-12-21 17:31:15.300272576+00:00,2015-01-20 17:31:15.300272576+00:00,122,68,0.8550094027047229,-0.01127446371552933,True,6.865483263633313,-4.4400831386575975e-08,,,null_A
2019-03-29 11:57:16.162339840+00:00,2019-04-28 11:57:16.162339840+00:00,76,39,1.084346017556135,0.025222210112822645,True,6.533429746442219,1.5263134539896262e-07,,,null_A
2017-07-30 10:33:16.017341504+00:00,2017-08-29 10:33:16.017341504+00:00,81,37,1.0627576607420839,,False,6.532566859814911,2.304293080172058e-08,,,null_A
2020-11-27 23:31:37.858001024+00:00,2020-12-27 23:31:37.858001024+00:00,208,115,0.7472152217066728,0.008135421469458998,True,7.241119054541545,-3.2474755411966352e-06,,,null_A
2003-07-12 21:42:13.900776368+00:00,2003-08-11 21:42:13.900776368+00:00,54,32,1.0027001025183313,0.006466766656449888,True,6.4711448515484555,-4.602744030965843e-08,,,null_A
2001-02-10 12:58:24.165091760+00:00,2001-03-12 12:58:24.165091760+00:00,92,59,0.9047801706317746,0.01240125191741559,True,6.785642756817763,-4.978826966817528e-07,,,null_A
2019-02-25 20:23:03.996284544+00:00,2019-03-27 20:23:03.996284544+00:00,69,38,1.5351804941696316,0.004022817556571476,True,6.398549628354159,3.261930544367895e-08,,,null_A
2015-09-20 16:50:06.679783552+00:00,2015-10-20 16:50:06.679783552+00:00,91,43,1.0515012793828744,0.008088312290116079,True,6.6125394417909025,-3.4572980327044596e-07,,,null_A
2014-11-30 05:18:28.565379968+00:00,2014-12-30 05:18:28.565379968+00:00,110,69,1.0633896114735415,-0.00012769176631325353,True,6.752059074273519,-2.8340406623468386e-07,,,null_A
2017-07-08 20:13:34.531466368+00:00,2017-08-07 20:13:34.531466368+00:00,81,39,1.1224310665491604,0.03859946953118443,True,6.538207245638176,-1.239086555847248e-07,,,null_A
2015-10-17 10:29:59.573356480+00:00,2015-11-16 10:29:59.573356480+00:00,94,50,1.18143221410025,0.03942586604760134,True,6.586211682351986,-1.8562542885515635e-07,,,null_A
2001-01-07 20:17:34.547852344+00:00,2001-02-06 20:17:34.547852344+00:00,77,40,0.9090413017336522,0.008887582361874348,True,6.64181861580768,-1.4289005274004195e-07,,,null_A
2019-05-16 04:10:37.395246848+00:00,2019-06-15 04:10:37.395246848+00:00,95,48,0.859634438406437,-0.03616957742050739,True,6.735353338297764,8.323274694992484e-07,,,null_A
2000-12-02 15:44:16.962125196+00:00,2001-01-01 15:44:16.962125196+00:00,121,75,0.8578374017051323,-0.0029770668490363195,True,6.895655423718373,6.3428347689632e-07,,,null_A
2001-03-19 09:30:25.048862544+00:00,2001-04-18 09:30:25.048862544+00:00,131,70,1.1819834266418205,0.015104219311333012,True,6.721600551642169,6.459352706231083e-07,,,null_A
2019-04-13 04:54:08.958893952+00:00,2019-05-13 04:54:08.958893952+00:00,110,63,0.8897740604847125,0.007307211867023732,True,6.796222683508961,1.9552071259188477e-07,,,null_A
2001-03-21 19:26:40.347767208+00:00,2001-04-20 19:26:40.347767208+00:00,134,74,1.1802347286390236,0.0066826791143720365,True,6.737003865046044,6.796839098240035e-07,,,null_A
2024-11-20 06:05:45.631838336+00:00,2024-12-20 06:05:45.631838336+00:00,352,216,0.8386911764962224,-0.012421797044352765,True,7.4249768362075015,3.2891793461865273e-06,,,null_A
2003-05-30 10:45:14.795417008+00:00,2003-06-29 10:45:14.795417008+00:00,76,42,1.0287855747285164,0.0007565215312383561,True,6.548742244714192,2.4560658298176527e-07,,,null_A
2017-06-19 06:03:04.154347392+00:00,2017-07-19 06:03:04.154347392+00:00,64,38,1.0056788733896145,0.012547150189574571,True,6.52982529541236,-2.1794005810093044e-08,,,null_A
2014-10-31 12:15:14.865529408+00:00,2014-11-30 12:15:14.865529408+00:00,312,168,0.8583702701146625,0.019412161811613,True,7.270035302284832,-6.007710357032905e-06,,,null_A
2015-10-24 10:48:12.665362048+00:00,2015-11-23 10:48:12.665362048+00:00,96,54,1.0867424477653205,-0.002444815065439905,True,6.649741235824526,1.6449202274886345e-09,,,null_A
2000-11-22 09:20:48.610229056+00:00,2000-12-22 09:20:48.610229056+00:00,105,66,0.8548594036866874,-0.001922023395028716,True,6.841055849136597,2.1836956102793995e-07,,,null_A
2001-01-09 01:09:20.228534772+00:00,2001-02-08 01:09:20.228534772+00:00,84,46,0.9007009092673411,0.010251307533006859,True,6.687310007851324,-6.878795456845014e-09,,,null_A
2011-05-05 10:22:38.488381888+00:00,2011-06-04 10:22:38.488381888+00:00,116,66,0.899386125058507,-0.0037873216467266446,True,6.792359615129565,-2.1391698442789486e-07,,,null_A
2001-04-08 23:36:46.139584744+00:00,2001-05-08 23:36:46.139584744+00:00,155,83,1.3069775923846945,0.010864043118840903,True,6.783644884768059,-5.107035455487364e-07,,,null_A
2017-05-25 18:10:33.897263744+00:00,2017-06-24 18:10:33.897263744+00:00,61,33,0.962506239275173,,False,6.434930630877341,-9.130124188250054e-08,,,null_A
2000-01-16 06:44:13.190946679+00:00,2000-02-15 06:44:13.190946679+00:00,143,75,1.1637043995263976,0.01321842800896632,True,6.800034559000101,-5.20852678572125e-07,,,null_A
2000-01-12 09:19:25.092525840+00:00,2000-02-11 09:19:25.092525840+00:00,138,73,1.1583301855658523,0.0010365859002236647,True,6.767367489651942,-6.091182838842596e-07,,,null_A
2020-12-17 09:39:55.891519104+00:00,2021-01-16 09:39:55.891519104+00:00,128,65,0.9514371865086406,0.010314037344895693,True,6.812814914613899,-1.0612056656349136e-07,,,null_A
2001-03-18 05:17:19.599264560+00:00,2001-04-17 05:17:19.599264560+00:00,124,65,1.1179857949984702,0.005499891563957929,True,6.7062244196027185,5.464440601355826e-07,,,null_A
2011-06-25 20:55:45.421774976+00:00,2011-07-25 20:55:45.421774976+00:00,107,57,1.0467139732974788,-0.005423913550439903,True,6.681635573317598,-7.16753207025594e-08,,,null_A
2001-03-07 08:11:53.097182384+00:00,2001-04-06 08:11:53.097182384+00:00,90,44,1.0925647343478047,0.012211165442164617,True,6.565798925494959,-4.990927069182647e-09,,,null_A
2003-06-12 01:05:26.984220448+00:00,2003-07-12 01:05:26.984220448+00:00,71,35,0.9800326799879978,0.016028714601266304,True,6.525701574663644,-6.762047148659464e-08,,,null_A
2019-04-06 01:48:08.158001408+00:00,2019-05-06 01:48:08.158001408+00:00,105,62,0.9047801706317746,-0.005374745315321062,True,6.7729217610941905,1.1253342679813139e-06,,,null_A
2011-04-29 10:07:09.023299392+00:00,2011-05-29 10:07:09.023299392+00:00,126,69,0.8273417794402097,-0.0032925192596569403,True,6.8646760727422516,-2.223085592647975e-07,,,null_A
2015-01-14 05:58:16.521453376+00:00,2015-02-13 05:58:16.521453376+00:00,119,65,0.8973026485604385,0.05142146226551202,True,7.062718861054852,-1.6204439004473958e-06,,,null_A
2014-12-20 18:15:35.288358080+00:00,2015-01-19 18:15:35.288358080+00:00,122,68,0.898175935809645,-0.005147237120609866,True,6.83496678176869,2.0527964793583342e-10,,,null_A
